,Date,Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,zip_code,Depart,Sunrise,Sunset,hours_in_day,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,AvgSpeed,ResultDir,CodeSum,Trap_num,Species_num,zip_code_num,BR,DZ,FG,HZ,RA,TS,TSRA,VCTS
10,2007-05-29,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",37,2,37,1,0,0,1,0,0,0,0
11,2007-05-29,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,2,0,60614,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",39,2,9,1,0,0,1,0,0,0,0
12,2007-05-29,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,60614,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",39,3,9,1,0,0,1,0,0,0,0
13,2007-05-29,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,60643,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",65,2,34,1,0,0,1,0,0,0,0
14,2007-05-29,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,1,0,60643,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",65,3,34,1,0,0,1,0,0,0,0
15,2007-05-29,CULEX RESTUANS,11,T091,41.862292,-87.64886,8,1,0,60608,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",69,3,4,1,0,0,1,0,0,0,0
16,2007-05-29,CULEX RESTUANS,17,T094,41.720848,-87.666014,9,3,0,60643,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",71,3,34,1,0,0,1,0,0,0,0
17,2007-05-29,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,60643,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",74,3,34,1,0,0,1,0,0,0,0
18,2007-05-29,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,60643,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",74,1,34,1,0,0,1,0,0,0,0
19,2007-05-29,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,1,0,60611,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",84,2,6,1,0,0,1,0,0,0,0
20,2007-05-29,CULEX RESTUANS,53,T129,41.891126,-87.61156,5,2,0,60611,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",84,3,6,1,0,0,1,0,0,0,0
21,2007-05-29,CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,8,1,0,60631,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",89,2,23,1,0,0,1,0,0,0,0
22,2007-05-29,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.687769,8,1,0,60645,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",94,2,35,1,0,0,1,0,0,0,0
23,2007-05-29,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,1,0,60651,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",99,3,39,1,0,0,1,0,0,0,0
24,2007-05-29,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,60620,10.0,4.35,19.2833333333,14.9333333333,88.0,60.0,74.0,58.0,65.0,0.0,9.0,29.39,30.11,5.8,6.5,18.0,"['HZ', 'BR']",105,3,14,1,0,0,1,0,0,0,0
25,2007-06-05,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,3,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",1,2,26,1,0,0,0,1,0,0,0
26,2007-06-05,CULEX RESTUANS,41,T002,41.95469,-87.800991,9,5,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",1,3,26,1,0,0,0,1,0,0,0
27,2007-06-05,CULEX PIPIENS,41,T002,41.95469,-87.800991,9,1,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",1,1,26,1,0,0,0,1,0,0,0
28,2007-06-05,CULEX PIPIENS/RESTUANS,79,T015,41.974089,-87.824812,8,1,0,60656,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",13,2,43,1,0,0,0,1,0,0,0
29,2007-06-05,CULEX RESTUANS,79,T015,41.974089,-87.824812,8,2,0,60656,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",13,3,43,1,0,0,0,1,0,0,0
30,2007-06-05,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,1,0,60614,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",32,2,9,1,0,0,0,1,0,0,0
31,2007-06-05,CULEX RESTUANS,15,T045,41.9216,-87.666455,8,2,0,60614,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",32,3,9,1,0,0,0,1,0,0,0
32,2007-06-05,CULEX PIPIENS,15,T045,41.9216,-87.666455,8,1,0,60614,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",32,1,9,1,0,0,0,1,0,0,0
33,2007-06-05,CULEX RESTUANS,25,T046,41.891118,-87.654491,8,1,0,60654,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",33,3,41,1,0,0,0,1,0,0,0
34,2007-06-05,CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,1,0,60608,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",35,2,4,1,0,0,0,1,0,0,0
35,2007-06-05,CULEX RESTUANS,11,T048,41.867108,-87.654224,8,1,0,60608,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",35,3,4,1,0,0,0,1,0,0,0
36,2007-06-05,CULEX PIPIENS,11,T048,41.867108,-87.654224,8,2,0,60608,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",35,1,4,1,0,0,0,1,0,0,0
37,2007-06-05,CULEX RESTUANS,11,T049,41.896282,-87.655232,8,2,0,60642,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",36,3,33,1,0,0,0,1,0,0,0
38,2007-06-05,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",37,2,37,1,0,0,0,1,0,0,0
39,2007-06-05,CULEX RESTUANS,21,T050,41.919343,-87.694259,8,1,0,60647,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",37,3,37,1,0,0,0,1,0,0,0
40,2007-06-05,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,60614,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",39,3,9,1,0,0,0,1,0,0,0
41,2007-06-05,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,4,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",65,3,34,1,0,0,0,1,0,0,0
42,2007-06-05,CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,9,2,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",71,2,34,1,0,0,0,1,0,0,0
43,2007-06-05,CULEX PIPIENS/RESTUANS,22,T096,41.731922,-87.677512,8,1,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",74,2,34,1,0,0,0,1,0,0,0
44,2007-06-05,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,1,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",74,3,34,1,0,0,0,1,0,0,0
45,2007-06-05,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",74,1,34,1,0,0,0,1,0,0,0
46,2007-06-05,CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,8,2,0,60631,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",89,2,23,1,0,0,0,1,0,0,0
47,2007-06-05,CULEX RESTUANS,65,T143,41.999129,-87.795585,8,9,0,60631,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",89,3,23,1,0,0,0,1,0,0,0
48,2007-06-05,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,3,0,60651,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",99,3,39,1,0,0,0,1,0,0,0
49,2007-06-05,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,60620,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",105,3,14,1,0,0,0,1,0,0,0
50,2007-06-05,CULEX RESTUANS,91,T009,41.981964,-87.812827,8,2,0,60656,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",8,3,43,1,0,0,0,1,0,0,0
51,2007-06-05,CULEX RESTUANS,36,T011,41.944869,-87.832763,8,1,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",9,3,26,1,0,0,0,1,0,0,0
52,2007-06-05,CULEX RESTUANS,72,T016,42.011601,-87.811506,8,1,0,60631,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",14,3,23,1,0,0,0,1,0,0,0
53,2007-06-05,CULEX RESTUANS,38,T019,41.94983,-87.698457,9,1,0,60618,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",17,3,12,1,0,0,0,1,0,0,0
54,2007-06-05,CULEX RESTUANS,49,T025,41.979243,-87.750938,9,1,0,60630,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",18,3,22,1,0,0,0,1,0,0,0
55,2007-06-05,CULEX RESTUANS,58,T028,41.986921,-87.689778,9,2,0,60659,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",20,3,44,1,0,0,0,1,0,0,0
56,2007-06-05,CULEX PIPIENS/RESTUANS,50,T031,41.801498,-87.763416,9,1,0,60638,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",22,2,29,1,0,0,0,1,0,0,0
57,2007-06-05,CULEX RESTUANS,14,T033,41.906638,-87.701431,9,3,0,60622,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",23,3,16,1,0,0,0,1,0,0,0
58,2007-06-05,CULEX RESTUANS,10,T089,41.723195,-87.64997,5,1,0,60643,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",67,3,34,1,0,0,0,1,0,0,0
59,2007-06-05,CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,1,0,60607,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",68,2,3,1,0,0,0,1,0,0,0
60,2007-06-05,CULEX RESTUANS,11,T090,41.868077,-87.666901,9,7,0,60607,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",68,3,3,1,0,0,0,1,0,0,0
61,2007-06-05,CULEX PIPIENS/RESTUANS,11,T092,41.869216,-87.627561,8,1,0,60605,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",70,2,2,1,0,0,0,1,0,0,0
62,2007-06-05,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.724608,8,2,0,60803,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",85,2,48,1,0,0,0,1,0,0,0
63,2007-06-05,CULEX RESTUANS,42,T135,41.662014,-87.724608,8,4,0,60803,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",85,3,48,1,0,0,0,1,0,0,0
64,2007-06-05,CULEX PIPIENS,42,T135,41.662014,-87.724608,8,1,0,60803,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",85,1,48,1,0,0,0,1,0,0,0
65,2007-06-05,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,1,0,60630,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",87,2,22,1,0,0,0,1,0,0,0
66,2007-06-05,CULEX RESTUANS,53,T141,41.961743,-87.76007,9,2,0,60630,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",87,3,22,1,0,0,0,1,0,0,0
67,2007-06-05,CULEX PIPIENS/RESTUANS,40,T142,41.953067,-87.776792,8,1,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",88,2,26,1,0,0,0,1,0,0,0
68,2007-06-05,CULEX RESTUANS,40,T142,41.953067,-87.776792,8,3,0,60634,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",88,3,26,1,0,0,0,1,0,0,0
69,2007-06-05,CULEX RESTUANS,43,T145,41.878114,-87.629798,3,3,0,60605,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",91,3,2,1,0,0,0,1,0,0,0
70,2007-06-05,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,9,1,0,60618,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",92,2,12,1,0,0,0,1,0,0,0
71,2007-06-05,CULEX RESTUANS,42,T146,41.958271,-87.702575,9,2,0,60618,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",92,3,12,1,0,0,0,1,0,0,0
72,2007-06-05,CULEX RESTUANS,28,T147,41.932094,-87.700117,8,1,0,60618,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",93,3,12,1,0,0,0,1,0,0,0
73,2007-06-05,CULEX PIPIENS/RESTUANS,15,T149,41.994469,-87.667736,8,1,0,60660,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",95,2,45,1,0,0,0,1,0,0,0
74,2007-06-05,CULEX RESTUANS,18,T150,42.006858,-87.675919,9,2,0,60626,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",96,3,19,1,0,0,0,1,0,0,0
75,2007-06-05,CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,1,0,60707,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",97,2,47,1,0,0,0,1,0,0,0
76,2007-06-05,CULEX RESTUANS,70,T151,41.916265,-87.800515,8,10,0,60707,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",97,3,47,1,0,0,0,1,0,0,0
77,2007-06-05,CULEX RESTUANS,25,T152,41.846075,-87.716277,9,1,0,60623,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",98,3,17,1,0,0,0,1,0,0,0
78,2007-06-05,CULEX RESTUANS,21,T154,41.918705,-87.752329,8,1,0,60639,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",100,3,30,1,0,0,0,1,0,0,0
79,2007-06-05,CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,3,0,60655,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",104,2,42,1,0,0,0,1,0,0,0
80,2007-06-05,CULEX RESTUANS,35,T158,41.682587,-87.707973,9,8,0,60655,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",104,3,42,1,0,0,0,1,0,0,0
81,2007-06-05,CULEX PIPIENS/RESTUANS,93,T162,41.725517,-87.614258,8,1,0,60619,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",108,2,13,1,0,0,0,1,0,0,0
82,2007-06-05,CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,8,2,0,60641,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",114,2,32,1,0,0,0,1,0,0,0
83,2007-06-05,CULEX RESTUANS,37,T218,41.948167,-87.730698,8,1,0,60641,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",114,3,32,1,0,0,0,1,0,0,0
84,2007-06-05,CULEX RESTUANS,45,T220,41.963976,-87.69181,9,1,0,60625,-9.0,4.28333333333,19.3833333333,15.1,64.0,47.0,56.0,48.0,51.0,9.0,0.0,29.1,29.79,5.2,7.6,5.0,"['RA', 'BR']",116,3,18,1,0,0,0,1,0,0,0
85,2007-06-26,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,1,0,60634,10.0,4.3,19.5166666667,15.2166666667,92.0,70.0,81.0,69.0,72.0,0.0,16.0,29.39,30.11,6.1,7.1,22.0,"['TSRA', 'HZ', 'VCTS', 'BR']",1,2,26,1,0,0,1,0,0,1,1
86,2007-06-26,CULEX RESTUANS,41,T002,41.95469,-87.800991,9,4,0,60634,10.0,4.3,19.5166666667,15.2166666667,92.0,70.0,81.0,69.0,72.0,0.0,16.0,29.39,30.11,6.1,7.1,22.0,"['TSRA', 'HZ', 'VCTS', 'BR']",1,3,26,1,0,0,1,0,0,1,1
87,2007-06-26,CULEX SALINARIUS,41,T002,41.95469,-87.800991,9,1,0,60634,10.0,4.3,19.5166666667,15.2166666667,92.0,70.0,81.0,69.0,72.0,0.0,16.0,29.39,30.11,6.1,7.1,22.0,"['TSRA', 'HZ', 'VCTS', 'BR']",1,4,26,1,0,0,1,0,0,1,1
88,2007-06-26,CULEX PIPIENS/RESTUANS,62,T007,41.994991,-87.769279,9,1,0,60646,10.0,4.3,19.5166666667,15.2166666667,92.0,70.0,81.0,69.0,72.0,0.0,16.0,29.39,30.11,6.1,7.1,22.0,"['TSRA', 'HZ', 'VCTS', 'BR']",6,2,36,1,0,0,1,0,0,1,1
